"Tabela 3548 - Pessoas de 10 anos ou mais de idade, Valor do rendimento nominal médio mensal, e mediano mensal, das pessoas de 10 anos ou mais de idade, por condição de atividade na semana de referência, segundo a situação do domicílio, o sexo, as classes de rendimento nominal mensal e os grupos de idade"
"Variável - Pessoas de 10 anos ou mais de idade (Pessoas)"
"Cód.";"Brasil e Município";"Classes de rendimento nominal mensal";"Grupo de idade";"Ano x Condição de atividade x Situação do domicílio x Sexo"
"Cód.";"Brasil e Município";"Classes de rendimento nominal mensal";"Grupo de idade";"2010"
"Cód.";"Brasil e Município";"Classes de rendimento nominal mensal";"Grupo de idade";"Total";;;"Economicamente ativas"
"Cód.";"Brasil e Município";"Classes de rendimento nominal mensal";"Grupo de idade";"Total";;;"Total"
"Cód.";"Brasil e Município";"Classes de rendimento nominal mensal";"Grupo de idade";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres"
"3544202";"Riolândia (SP)";"Total";"Total";"9140";"5275";"3866";"5072";"3131";"1941"
"3544251";"Rosana (SP)";"Total";"Total";"16933";"8351";"8582";"9095";"5252";"3842"
"3544301";"Roseira (SP)";"Total";"Total";"8157";"4082";"4075";"4825";"2907";"1918"
"3544400";"Rubiácea (SP)";"Total";"Total";"2324";"1200";"1124";"1290";"850";"440"
"3544509";"Rubinéia (SP)";"Total";"Total";"2553";"1260";"1294";"1389";"778";"611"
"3544608";"Sabino (SP)";"Total";"Total";"4545";"2268";"2277";"2590";"1496";"1094"
"3544707";"Sagres (SP)";"Total";"Total";"2086";"1041";"1045";"1048";"677";"371"
"3544806";"Sales (SP)";"Total";"Total";"4726";"2403";"2323";"2769";"1716";"1053"
"3544905";"Sales Oliveira (SP)";"Total";"Total";"9275";"4581";"4694";"5781";"3362";"2419"
"3545001";"Salesópolis (SP)";"Total";"Total";"13257";"6684";"6573";"7924";"4738";"3187"
"3545100";"Salmourão (SP)";"Total";"Total";"4179";"2151";"2028";"2265";"1386";"879"
"3545159";"Saltinho (SP)";"Total";"Total";"6258";"3110";"3147";"4113";"2411";"1702"
"3545209";"Salto (SP)";"Total";"Total";"91666";"45228";"46438";"57513";"32580";"24933"
"3545308";"Salto de Pirapora (SP)";"Total";"Total";"34531";"17137";"17394";"19012";"11067";"7945"
"3545407";"Salto Grande (SP)";"Total";"Total";"7510";"3710";"3800";"4002";"2357";"1645"
"3545506";"Sandovalina (SP)";"Total";"Total";"3137";"1585";"1552";"2016";"1181";"834"
"3545605";"Santa Adélia (SP)";"Total";"Total";"12446";"6216";"6230";"7548";"4642";"2906"
"3545704";"Santa Albertina (SP)";"Total";"Total";"5127";"2600";"2527";"2808";"1786";"1023"
"3545803";"Santa Bárbara d'Oeste (SP)";"Total";"Total";"158030";"77888";"80143";"98643";"55632";"43012"
"3546009";"Santa Branca (SP)";"Total";"Total";"11889";"5951";"5938";"6856";"4023";"2834"
"3546108";"Santa Clara d'Oeste (SP)";"Total";"Total";"1851";"946";"905";"999";"604";"395"
"3546207";"Santa Cruz da Conceição (SP)";"Total";"Total";"3517";"1738";"1779";"2223";"1322";"900"
"3546256";"Santa Cruz da Esperança (SP)";"Total";"Total";"1666";"825";"841";"986";"558";"428"
"3546306";"Santa Cruz das Palmeiras (SP)";"Total";"Total";"25553";"12928";"12625";"14948";"9543";"5405"
"3546405";"Santa Cruz do Rio Pardo (SP)";"Total";"Total";"37962";"18510";"19451";"23422";"13250";"10173"
"3546504";"Santa Ernestina (SP)";"Total";"Total";"4774";"2438";"2336";"2817";"1827";"990"
"3546603";"Santa Fé do Sul (SP)";"Total";"Total";"26088";"12525";"13563";"16073";"8700";"7373"
"3546702";"Santa Gertrudes (SP)";"Total";"Total";"18377";"9295";"9082";"11573";"7123";"4450"
"3546801";"Santa Isabel (SP)";"Total";"Total";"43241";"21531";"21710";"24603";"14402";"10201"
"3546900";"Santa Lúcia (SP)";"Total";"Total";"7043";"3574";"3469";"4029";"2489";"1541"
"3547007";"Santa Maria da Serra (SP)";"Total";"Total";"4553";"2335";"2218";"2629";"1627";"1002"
"3547106";"Santa Mercedes (SP)";"Total";"Total";"2434";"1233";"1201";"1303";"740";"563"
"3547205";"Santana da Ponte Pensa (SP)";"Total";"Total";"1497";"768";"729";"888";"535";"353"
"3547304";"Santana de Parnaíba (SP)";"Total";"Total";"91952";"45069";"46883";"56332";"31408";"24924"
"3547403";"Santa Rita d'Oeste (SP)";"Total";"Total";"2309";"1145";"1164";"1372";"789";"583"
"3547502";"Santa Rita do Passa Quatro (SP)";"Total";"Total";"23589";"11358";"12232";"13795";"7894";"5901"
"3547601";"Santa Rosa de Viterbo (SP)";"Total";"Total";"20872";"10272";"10600";"11548";"6972";"4576"
"3547650";"Santa Salete (SP)";"Total";"Total";"1308";"684";"624";"949";"555";"394"
"3547700";"Santo Anastácio (SP)";"Total";"Total";"17902";"8678";"9224";"9704";"5793";"3911"
"3547809";"Santo André (SP)";"Total";"Total";"595250";"283133";"312117";"364905";"200241";"164663"
"3547908";"Santo Antônio da Alegria (SP)";"Total";"Total";"5522";"2850";"2672";"3318";"2096";"1221"
"3548005";"Santo Antônio de Posse (SP)";"Total";"Total";"17677";"8900";"8778";"11085";"6462";"4623"
"3548054";"Santo Antônio do Aracanguá (SP)";"Total";"Total";"6641";"3383";"3258";"4110";"2504";"1606"
"3548104";"Santo Antônio do Jardim (SP)";"Total";"Total";"5203";"2688";"2515";"3170";"1910";"1260"
"3548203";"Santo Antônio do Pinhal (SP)";"Total";"Total";"5561";"2800";"2760";"3468";"2053";"1415"
"3548302";"Santo Expedito (SP)";"Total";"Total";"2456";"1227";"1229";"1222";"725";"497"
"3548401";"Santópolis do Aguapeí (SP)";"Total";"Total";"3669";"1853";"1816";"2129";"1333";"796"
"3548500";"Santos (SP)";"Total";"Total";"375661";"169524";"206137";"218227";"113038";"105189"
"3548609";"São Bento do Sapucaí (SP)";"Total";"Total";"9138";"4601";"4537";"5437";"3334";"2103"
"3548708";"São Bernardo do Campo (SP)";"Total";"Total";"665428";"319093";"346334";"413438";"226312";"187126"
"3548807";"São Caetano do Sul (SP)";"Total";"Total";"134996";"61572";"73424";"83068";"43596";"39473"
"3548906";"São Carlos (SP)";"Total";"Total";"195118";"95503";"99615";"120564";"67897";"52667"
"3549003";"São Francisco (SP)";"Total";"Total";"2451";"1222";"1229";"1445";"859";"586"
"3549102";"São João da Boa Vista (SP)";"Total";"Total";"73933";"35535";"38398";"44479";"24847";"19633"
"3549201";"São João das Duas Pontes (SP)";"Total";"Total";"2268";"1141";"1128";"1211";"738";"473"
"3549250";"São João de Iracema (SP)";"Total";"Total";"1570";"780";"790";"871";"510";"361"
"3549300";"São João do Pau d'Alho (SP)";"Total";"Total";"1908";"957";"950";"1056";"648";"408"
"3549409";"São Joaquim da Barra (SP)";"Total";"Total";"40374";"19692";"20682";"24083";"13680";"10402"
"3549508";"São José da Bela Vista (SP)";"Total";"Total";"6989";"3594";"3394";"4115";"2561";"1553"
"3549607";"São José do Barreiro (SP)";"Total";"Total";"3424";"1731";"1694";"1964";"1210";"754"
"3549706";"São José do Rio Pardo (SP)";"Total";"Total";"45849";"22444";"23405";"26627";"15310";"11317"
"3549805";"São José do Rio Preto (SP)";"Total";"Total";"361626";"172442";"189184";"230015";"124362";"105653"
"3549904";"São José dos Campos (SP)";"Total";"Total";"543951";"264897";"279054";"336282";"188886";"147396"
"3549953";"São Lourenço da Serra (SP)";"Total";"Total";"11977";"6093";"5884";"7040";"3951";"3090"
"3550001";"São Luiz do Paraitinga (SP)";"Total";"Total";"9149";"4685";"4465";"5190";"3340";"1850"
"3550100";"São Manuel (SP)";"Total";"Total";"33042";"16117";"16925";"19478";"11088";"8390"
"3550209";"São Miguel Arcanjo (SP)";"Total";"Total";"26559";"13507";"13051";"15032";"9265";"5766"
"3550308";"São Paulo (SP)";"Total";"Total";"9783868";"4580481";"5203388";"5998740";"3160041";"2838699"
"3550407";"São Pedro (SP)";"Total";"Total";"27625";"13402";"14223";"16511";"9220";"7291"
"3550506";"São Pedro do Turvo (SP)";"Total";"Total";"6149";"3119";"3030";"3449";"2176";"1273"
"3550605";"São Roque (SP)";"Total";"Total";"68618";"33487";"35131";"41933";"23312";"18621"
"3550704";"São Sebastião (SP)";"Total";"Total";"62465";"31368";"31097";"42109";"23454";"18655"
"3550803";"São Sebastião da Grama (SP)";"Total";"Total";"10458";"5324";"5135";"6295";"3911";"2384"
"3550902";"São Simão (SP)";"Total";"Total";"12392";"6063";"6328";"7474";"4370";"3104"
"3551009";"São Vicente (SP)";"Total";"Total";"285079";"135448";"149631";"163359";"88225";"75134"
"3551108";"Sarapuí (SP)";"Total";"Total";"7643";"3933";"3710";"4229";"2589";"1640"
"3551207";"Sarutaiá (SP)";"Total";"Total";"3078";"1541";"1536";"1837";"1083";"753"
"3551306";"Sebastianópolis do Sul (SP)";"Total";"Total";"2697";"1353";"1344";"1736";"1031";"705"
"3551405";"Serra Azul (SP)";"Total";"Total";"9819";"6174";"3645";"5155";"3593";"1562"
"3551504";"Serrana (SP)";"Total";"Total";"32880";"16499";"16381";"20706";"12174";"8531"
"3551603";"Serra Negra (SP)";"Total";"Total";"23372";"11297";"12075";"15372";"8464";"6908"
"3551702";"Sertãozinho (SP)";"Total";"Total";"95291";"47173";"48119";"59751";"34671";"25080"
"3551801";"Sete Barras (SP)";"Total";"Total";"10790";"5555";"5235";"5597";"3600";"1997"
"3551900";"Severínia (SP)";"Total";"Total";"13218";"6892";"6326";"7895";"4980";"2914"
"3552007";"Silveiras (SP)";"Total";"Total";"4932";"2522";"2410";"2671";"1693";"979"
"3552106";"Socorro (SP)";"Total";"Total";"32464";"16051";"16413";"20962";"11648";"9314"
"3552205";"Sorocaba (SP)";"Total";"Total";"511551";"248965";"262586";"305817";"169787";"136031"
"3552304";"Sud Mennucci (SP)";"Total";"Total";"6440";"3231";"3209";"3834";"2342";"1492"
"3552403";"Sumaré (SP)";"Total";"Total";"206311";"102041";"104270";"128086";"73451";"54635"
"3552502";"Suzano (SP)";"Total";"Total";"222977";"108628";"114349";"128997";"72628";"56370"
"3552551";"Suzanápolis (SP)";"Total";"Total";"2908";"1499";"1409";"1570";"1032";"538"
"3552601";"Tabapuã (SP)";"Total";"Total";"10017";"5082";"4935";"6117";"3724";"2393"
"3552700";"Tabatinga (SP)";"Total";"Total";"12688";"6586";"6102";"8211";"4896";"3315"
"3552809";"Taboão da Serra (SP)";"Total";"Total";"207501";"98022";"109479";"130710";"68920";"61791"
"3552908";"Taciba (SP)";"Total";"Total";"4938";"2488";"2450";"2739";"1660";"1078"
"3553005";"Taguaí (SP)";"Total";"Total";"9217";"4569";"4648";"6278";"3378";"2900"
"3553104";"Taiaçu (SP)";"Total";"Total";"5121";"2584";"2537";"2867";"1744";"1123"
"3553203";"Taiúva (SP)";"Total";"Total";"4833";"2399";"2434";"2978";"1746";"1232"
"3553302";"Tambaú (SP)";"Total";"Total";"19377";"9643";"9735";"11455";"6984";"4471"
"3553401";"Tanabi (SP)";"Total";"Total";"21439";"10683";"10755";"13678";"7888";"5790"
"3553500";"Tapiraí (SP)";"Total";"Total";"6736";"3417";"3319";"3796";"2314";"1482"
"3553609";"Tapiratiba (SP)";"Total";"Total";"11170";"5531";"5639";"6035";"3686";"2349"
"3553658";"Taquaral (SP)";"Total";"Total";"2351";"1187";"1165";"1386";"864";"522"
"3553708";"Taquaritinga (SP)";"Total";"Total";"46840";"22987";"23853";"28362";"16417";"11945"
"3553807";"Taquarituba (SP)";"Total";"Total";"19144";"9477";"9666";"11265";"6564";"4701"
"3553856";"Taquarivaí (SP)";"Total";"Total";"4233";"2122";"2111";"2178";"1458";"720"
"3553906";"Tarabai (SP)";"Total";"Total";"5597";"2771";"2826";"3204";"1937";"1268"
"3553955";"Tarumã (SP)";"Total";"Total";"10921";"5519";"5402";"6131";"3806";"2325"
"3554003";"Tatuí (SP)";"Total";"Total";"92081";"45240";"46841";"52574";"30050";"22524"
"3554102";"Taubaté (SP)";"Total";"Total";"241653";"117829";"123824";"142921";"80393";"62528"
"3554201";"Tejupá (SP)";"Total";"Total";"4002";"2064";"1938";"2501";"1534";"966"
"3554300";"Teodoro Sampaio (SP)";"Total";"Total";"18186";"9015";"9171";"11322";"6527";"4795"
"3554409";"Terra Roxa (SP)";"Total";"Total";"7322";"3660";"3662";"4472";"2684";"1788"
"3554508";"Tietê (SP)";"Total";"Total";"32057";"15840";"16216";"20179";"11332";"8847"
"3554607";"Timburi (SP)";"Total";"Total";"2313";"1201";"1112";"1364";"810";"554"
"3554656";"Torre de Pedra (SP)";"Total";"Total";"1959";"1021";"937";"901";"556";"346"
"3554706";"Torrinha (SP)";"Total";"Total";"8243";"4124";"4119";"5534";"3242";"2292"
"3554755";"Trabiju (SP)";"Total";"Total";"1326";"654";"672";"733";"434";"299"
"3554805";"Tremembé (SP)";"Total";"Total";"35475";"18907";"16567";"19141";"11003";"8138"
"3554904";"Três Fronteiras (SP)";"Total";"Total";"4835";"2395";"2440";"2750";"1628";"1122"
"3554953";"Tuiuti (SP)";"Total";"Total";"5238";"2696";"2541";"3179";"1929";"1249"
"3555000";"Tupã (SP)";"Total";"Total";"56232";"27066";"29166";"32126";"17899";"14227"
"3555109";"Tupi Paulista (SP)";"Total";"Total";"13042";"6946";"6096";"7174";"4281";"2893"
"3555208";"Turiúba (SP)";"Total";"Total";"1721";"882";"839";"1000";"593";"406"
"3555307";"Turmalina (SP)";"Total";"Total";"1818";"902";"916";"1056";"633";"423"
"3555356";"Ubarana (SP)";"Total";"Total";"4421";"2275";"2146";"2555";"1640";"915"
"3555406";"Ubatuba (SP)";"Total";"Total";"67006";"33207";"33799";"42211";"23478";"18733"
"3555505";"Ubirajara (SP)";"Total";"Total";"3792";"1949";"1842";"2304";"1389";"914"
"3555604";"Uchoa (SP)";"Total";"Total";"8352";"4147";"4205";"4856";"2884";"1972"
"3555703";"União Paulista (SP)";"Total";"Total";"1373";"713";"660";"818";"529";"289"
"3555802";"Urânia (SP)";"Total";"Total";"7854";"3879";"3975";"4594";"2626";"1968"
"3555901";"Uru (SP)";"Total";"Total";"1105";"556";"550";"529";"328";"200"
"3556008";"Urupês (SP)";"Total";"Total";"11329";"5634";"5695";"7108";"4212";"2896"
"3556107";"Valentim Gentil (SP)";"Total";"Total";"9638";"4847";"4791";"6220";"3590";"2631"
"3556206";"Valinhos (SP)";"Total";"Total";"94260";"46159";"48101";"60580";"33925";"26655"
"3556305";"Valparaíso (SP)";"Total";"Total";"19637";"10887";"8750";"10039";"6237";"3802"
"3556354";"Vargem (SP)";"Total";"Total";"7639";"3931";"3708";"4497";"2690";"1806"
"3556404";"Vargem Grande do Sul (SP)";"Total";"Total";"33885";"16752";"17132";"20652";"12293";"8359"
"3556453";"Vargem Grande Paulista (SP)";"Total";"Total";"36342";"17900";"18441";"22007";"12455";"9552"
"3556503";"Várzea Paulista (SP)";"Total";"Total";"91262";"45406";"45856";"54430";"31195";"23235"
"3556602";"Vera Cruz (SP)";"Total";"Total";"9430";"4639";"4791";"5659";"3272";"2387"
"3556701";"Vinhedo (SP)";"Total";"Total";"55674";"27368";"28306";"36245";"20191";"16054"
"3556800";"Viradouro (SP)";"Total";"Total";"15058";"7530";"7528";"9074";"5444";"3630"
"3556909";"Vista Alegre do Alto (SP)";"Total";"Total";"6001";"3106";"2896";"4112";"2533";"1579"
"3556958";"Vitória Brasil (SP)";"Total";"Total";"1532";"787";"745";"931";"581";"350"
"3557006";"Votorantim (SP)";"Total";"Total";"93124";"45968";"47157";"55207";"31596";"23611"
"3557105";"Votuporanga (SP)";"Total";"Total";"75633";"36612";"39021";"47548";"26086";"21462"
"3557154";"Zacarias (SP)";"Total";"Total";"2039";"1023";"1016";"1152";"717";"435"
"3557204";"Chavantes (SP)";"Total";"Total";"10394";"5106";"5288";"5545";"3296";"2249"
"3557303";"Estiva Gerbi (SP)";"Total";"Total";"8720";"4398";"4323";"4931";"2894";"2037"
"Fonte: IBGE - Censo Demográfico"

"Tabela 3548 - Pessoas de 10 anos ou mais de idade, Valor do rendimento nominal médio mensal, e mediano mensal, das pessoas de 10 anos ou mais de idade, por condição de atividade na semana de referência, segundo a situação do domicílio, o sexo, as classes de rendimento nominal mensal e os grupos de idade"
"Variável - Valor do rendimento nominal médio mensal das pessoas de 10 anos ou mais de idade (Reais)"
"Cód.";"Brasil e Município";"Classes de rendimento nominal mensal";"Grupo de idade";"Ano x Condição de atividade x Situação do domicílio x Sexo"
"Cód.";"Brasil e Município";"Classes de rendimento nominal mensal";"Grupo de idade";"2010"
"Cód.";"Brasil e Município";"Classes de rendimento nominal mensal";"Grupo de idade";"Total";;;"Economicamente ativas"
"Cód.";"Brasil e Município";"Classes de rendimento nominal mensal";"Grupo de idade";"Total";;;"Total"
"Cód.";"Brasil e Município";"Classes de rendimento nominal mensal";"Grupo de idade";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres"
"1";"Brasil";"Total";"Total";"901,01";"1140,16";"674,69";"1327,91";"1519,94";"1078,54"
"3500105";"Adamantina (SP)";"Total";"Total";"1073,26";"1502,44";"674,64";"1530,70";"1962,05";"987,78"
"3500204";"Adolfo (SP)";"Total";"Total";"726,32";"1002,65";"456,00";"1033,66";"1283,97";"682,11"
"3500303";"Aguaí (SP)";"Total";"Total";"729,31";"983,77";"471,11";"997,25";"1188,79";"699,81"
"3500402";"Águas da Prata (SP)";"Total";"Total";"951,82";"1193,79";"715,67";"1170,19";"1397,24";"873,16"
"3500501";"Águas de Lindóia (SP)";"Total";"Total";"799,53";"987,91";"621,69";"1011,77";"1148,08";"843,11"
"3500550";"Águas de Santa Bárbara (SP)";"Total";"Total";"923,41";"1213,59";"643,95";"1307,66";"1480,35";"1067,20"
"3500600";"Águas de São Pedro (SP)";"Total";"Total";"1734,57";"2016,86";"1489,73";"1970,29";"2487,63";"1451,65"
"3500709";"Agudos (SP)";"Total";"Total";"722,71";"887,95";"561,92";"1010,16";"1160,87";"827,97"
"3500758";"Alambari (SP)";"Total";"Total";"652,03";"921,52";"374,73";"926,01";"1111,69";"628,44"
"3500808";"Alfredo Marcondes (SP)";"Total";"Total";"621,03";"775,66";"461,86";"861,38";"990,00";"675,17"
"3500907";"Altair (SP)";"Total";"Total";"720,62";"958,05";"447,21";"1098,52";"1215,43";"845,62"
"3501004";"Altinópolis (SP)";"Total";"Total";"828,34";"1168,04";"488,36";"1152,10";"1424,60";"736,62"
"3501103";"Alto Alegre (SP)";"Total";"Total";"607,30";"728,34";"477,98";"797,19";"904,74";"635,99"
"3501152";"Alumínio (SP)";"Total";"Total";"901,88";"1335,15";"461,07";"1355,74";"1697,04";"802,94"
"3501202";"Álvares Florence (SP)";"Total";"Total";"685,07";"914,84";"440,92";"968,38";"1122,88";"707,12"
"3501301";"Álvares Machado (SP)";"Total";"Total";"762,11";"987,04";"539,86";"1041,88";"1245,38";"770,29"
"3501400";"Álvaro de Carvalho (SP)";"Total";"Total";"403,56";"368,63";"470,74";"849,63";"945,21";"721,01"
"3501509";"Alvinlândia (SP)";"Total";"Total";"831,10";"1123,03";"543,81";"1305,60";"1562,19";"918,30"
"3501608";"Americana (SP)";"Total";"Total";"1275,02";"1716,97";"854,06";"1754,46";"2150,01";"1260,48"
"3501707";"Américo Brasiliense (SP)";"Total";"Total";"763,93";"1091,45";"433,77";"1077,38";"1349,51";"687,17"
"3501806";"Américo de Campos (SP)";"Total";"Total";"771,10";"967,81";"573,98";"1091,97";"1207,17";"917,98"
"3501905";"Amparo (SP)";"Total";"Total";"1130,02";"1427,49";"843,30";"1482,93";"1715,51";"1193,21"
"3502002";"Analândia (SP)";"Total";"Total";"962,02";"1173,68";"735,29";"1028,08";"1170,51";"823,62"
"3502101";"Andradina (SP)";"Total";"Total";"1008,99";"1422,95";"610,80";"1445,63";"1885,94";"880,10"
"3502200";"Angatuba (SP)";"Total";"Total";"700,36";"904,88";"490,04";"967,57";"1130,97";"727,22"
"3502309";"Anhembi (SP)";"Total";"Total";"657,65";"845,80";"456,54";"953,16";"1047,34";"790,47"
"3502408";"Anhumas (SP)";"Total";"Total";"643,93";"808,31";"481,87";"915,66";"1004,42";"779,65"
"3502507";"Aparecida (SP)";"Total";"Total";"863,32";"1082,54";"662,47";"1160,75";"1346,27";"950,73"
"3502606";"Aparecida d'Oeste (SP)";"Total";"Total";"682,11";"863,26";"508,84";"1020,38";"1123,90";"849,11"
"3502705";"Apiaí (SP)";"Total";"Total";"570,75";"757,49";"386,51";"895,96";"1025,01";"695,51"
"3502754";"Araçariguama (SP)";"Total";"Total";"824,61";"1119,41";"519,31";"1177,79";"1395,08";"849,26"
"3502804";"Araçatuba (SP)";"Total";"Total";"1116,46";"1478,88";"784,45";"1569,93";"1904,35";"1167,12"
"3502903";"Araçoiaba da Serra (SP)";"Total";"Total";"963,18";"1310,44";"619,23";"1393,17";"1704,72";"973,28"
"3503000";"Aramina (SP)";"Total";"Total";"813,04";"1190,96";"432,83";"1172,12";"1451,60";"714,79"
"3503109";"Arandu (SP)";"Total";"Total";"612,88";"766,81";"455,58";"883,70";"972,21";"744,03"
"3503158";"Arapeí (SP)";"Total";"Total";"482,93";"618,91";"351,39";"716,39";"765,30";"628,83"
"3503208";"Araraquara (SP)";"Total";"Total";"1189,69";"1545,95";"862,80";"1585,92";"1926,97";"1179,70"
"3503307";"Araras (SP)";"Total";"Total";"1029,17";"1407,56";"662,37";"1456,73";"1788,11";"1022,51"
"3503356";"Arco-Íris (SP)";"Total";"Total";"571,29";"699,15";"442,28";"768,11";"841,09";"656,60"
"3503406";"Arealva (SP)";"Total";"Total";"788,79";"975,93";"595,21";"1012,11";"1172,59";"763,61"
"3503505";"Areias (SP)";"Total";"Total";"459,16";"596,96";"321,84";"696,41";"785,92";"538,33"
"3503604";"Areiópolis (SP)";"Total";"Total";"662,27";"903,21";"404,41";"951,35";"1149,12";"650,97"
"3503703";"Ariranha (SP)";"Total";"Total";"863,42";"1222,74";"491,20";"1205,34";"1467,88";"755,88"
"3503802";"Artur Nogueira (SP)";"Total";"Total";"944,79";"1256,87";"633,43";"1275,85";"1526,40";"949,05"
"3503901";"Arujá (SP)";"Total";"Total";"1030,03";"1406,62";"666,70";"1521,23";"1801,67";"1146,88"
"3503950";"Aspásia (SP)";"Total";"Total";"662,83";"848,37";"473,72";"967,58";"1205,20";"677,10"
"3504008";"Assis (SP)";"Total";"Total";"1056,30";"1320,82";"808,65";"1459,13";"1716,01";"1152,79"
"3504107";"Atibaia (SP)";"Total";"Total";"1172,68";"1529,99";"831,95";"1647,84";"1940,39";"1273,20"
"3504206";"Auriflama (SP)";"Total";"Total";"923,80";"1146,11";"701,92";"1231,25";"1427,68";"979,06"
"3504305";"Avaí (SP)";"Total";"Total";"592,07";"766,62";"417,47";"899,85";"1016,96";"717,27"
"3504404";"Avanhandava (SP)";"Total";"Total";"583,11";"724,48";"405,06";"1003,58";"1176,80";"704,39"
"3504503";"Avaré (SP)";"Total";"Total";"957,07";"1170,31";"749,78";"1330,90";"1528,94";"1083,39"
"3504602";"Bady Bassitt (SP)";"Total";"Total";"889,21";"1187,32";"595,70";"1206,62";"1456,48";"877,57"
"3504701";"Balbinos (SP)";"Total";"Total";"244,81";"198,93";"462,39";"562,36";"547,73";"604,81"
"3504800";"Bálsamo (SP)";"Total";"Total";"925,30";"1296,50";"570,09";"1317,98";"1611,60";"891,87"
"3504909";"Bananal (SP)";"Total";"Total";"680,55";"843,24";"524,73";"849,99";"965,29";"688,26"
"3505005";"Barão de Antonina (SP)";"Total";"Total";"621,97";"706,92";"533,93";"823,59";"868,77";"759,19"
"3505104";"Barbosa (SP)";"Total";"Total";"614,22";"811,71";"412,92";"917,63";"1046,02";"694,30"
"3505203";"Bariri (SP)";"Total";"Total";"887,69";"1168,72";"608,99";"1206,43";"1408,77";"911,77"
"3505302";"Barra Bonita (SP)";"Total";"Total";"1011,67";"1383,24";"661,60";"1394,54";"1667,64";"1022,59"
"3505351";"Barra do Chapéu (SP)";"Total";"Total";"437,96";"544,95";"314,44";"675,47";"742,60";"542,05"
"3505401";"Barra do Turvo (SP)";"Total";"Total";"470,00";"577,04";"355,00";"782,91";"822,81";"712,26"
"3505500";"Barretos (SP)";"Total";"Total";"1032,15";"1351,00";"738,84";"1402,19";"1688,20";"1057,75"
"3505609";"Barrinha (SP)";"Total";"Total";"783,84";"1071,01";"494,07";"1112,07";"1365,63";"764,78"
"3505708";"Barueri (SP)";"Total";"Total";"1223,21";"1679,21";"798,63";"1826,39";"2270,13";"1282,22"
"3505807";"Bastos (SP)";"Total";"Total";"700,16";"941,53";"469,34";"961,40";"1187,71";"644,40"
"3505906";"Batatais (SP)";"Total";"Total";"1014,65";"1382,19";"663,44";"1434,08";"1718,95";"1032,24"
"3506003";"Bauru (SP)";"Total";"Total";"1290,25";"1683,11";"927,05";"1765,69";"2134,62";"1329,89"
"3506102";"Bebedouro (SP)";"Total";"Total";"988,85";"1363,35";"639,63";"1376,36";"1744,76";"916,66"
"3506201";"Bento de Abreu (SP)";"Total";"Total";"742,23";"1040,95";"428,77";"1013,89";"1303,65";"575,40"
"3506300";"Bernardino de Campos (SP)";"Total";"Total";"763,84";"992,25";"544,43";"1012,66";"1204,33";"747,82"
"3506359";"Bertioga (SP)";"Total";"Total";"878,83";"1122,15";"635,65";"1118,00";"1273,01";"916,76"
"3506409";"Bilac (SP)";"Total";"Total";"906,18";"1079,44";"737,00";"1152,87";"1283,44";"990,86"
"3506508";"Birigui (SP)";"Total";"Total";"906,01";"1157,21";"669,11";"1183,53";"1405,98";"919,79"
"3506607";"Biritiba Mirim (SP)";"Total";"Total";"774,36";"1029,06";"517,85";"1130,75";"1318,73";"866,82"
"3506706";"Boa Esperança do Sul (SP)";"Total";"Total";"683,05";"879,02";"485,10";"994,56";"1158,52";"762,01"
"3506805";"Bocaina (SP)";"Total";"Total";"916,20";"1200,90";"636,47";"1219,71";"1463,30";"901,53"
"3506904";"Bofete (SP)";"Total";"Total";"706,21";"913,29";"486,38";"984,85";"1113,53";"783,14"
"3507001";"Boituva (SP)";"Total";"Total";"1023,02";"1400,01";"643,88";"1402,81";"1723,64";"957,70"
"3507100";"Bom Jesus dos Perdões (SP)";"Total";"Total";"703,57";"930,83";"474,71";"1125,65";"1286,84";"889,78"
"3507159";"Bom Sucesso de Itararé (SP)";"Total";"Total";"419,70";"559,44";"273,68";"643,81";"737,40";"478,39"
"3507209";"Borá (SP)";"Total";"Total";"746,50";"1043,92";"435,71";"1069,60";"1306,01";"681,82"
"3507308";"Boracéia (SP)";"Total";"Total";"825,56";"1083,56";"555,85";"1146,97";"1364,84";"837,96"
"3507407";"Borborema (SP)";"Total";"Total";"756,37";"945,55";"564,72";"979,03";"1151,13";"757,20"
"3507456";"Borebi (SP)";"Total";"Total";"616,77";"797,72";"440,53";"851,16";"1014,28";"625,82"
"3507506";"Botucatu (SP)";"Total";"Total";"1207,56";"1563,12";"878,36";"1669,29";"2006,00";"1268,48"
"3507605";"Bragança Paulista (SP)";"Total";"Total";"1068,49";"1342,99";"805,80";"1549,33";"1763,10";"1278,98"
"3507704";"Braúna (SP)";"Total";"Total";"824,72";"1047,96";"589,14";"1098,63";"1266,71";"830,24"
"3507753";"Brejo Alegre (SP)";"Total";"Total";"720,64";"850,24";"581,78";"982,02";"1066,81";"863,30"
"3507803";"Brodowski (SP)";"Total";"Total";"896,87";"1263,25";"540,54";"1279,89";"1597,29";"841,27"
"3507902";"Brotas (SP)";"Total";"Total";"822,14";"1111,86";"538,11";"1121,54";"1363,69";"801,64"
"3508009";"Buri (SP)";"Total";"Total";"516,02";"635,19";"391,52";"880,16";"904,44";"834,33"
