"Tabela 616 - Pessoas de 10 anos ou mais de idade por grupos de idade, condição de atividade na semana de referência, sexo e situação do domicílio"
"Variável - Pessoas de 10 anos ou mais de idade (Pessoas)"
"Cód.";"Brasil e Município";"Situação do domicílio";"Grupo de idade";"Ano x Condição de atividade x Sexo"
"Cód.";"Brasil e Município";"Situação do domicílio";"Grupo de idade";"2010"
"Cód.";"Brasil e Município";"Situação do domicílio";"Grupo de idade";"Total";"Economicamente ativa";"Não economicamente ativa"
"Cód.";"Brasil e Município";"Situação do domicílio";"Grupo de idade";"Total";"Total";"Total"
"3507753";"Brejo Alegre (SP)";"Total";"60 a 69 anos";"8,65";"2,08";"6,57"
"3507753";"Brejo Alegre (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3507753";"Brejo Alegre (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3507803";"Brodowski (SP)";"Total";"15 a 19 anos";"10,20";"5,86";"4,34"
"3507803";"Brodowski (SP)";"Total";"15 a 17 anos";"6,33";"2,90";"3,42"
"3507803";"Brodowski (SP)";"Total";"15 anos";"...";"...";"..."
"3507803";"Brodowski (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3507803";"Brodowski (SP)";"Total";"18 e 19 anos";"3,88";"2,96";"0,92"
"3507803";"Brodowski (SP)";"Total";"20 a 24 anos";"9,93";"7,98";"1,95"
"3507803";"Brodowski (SP)";"Total";"25 a 29 anos";"9,53";"7,82";"1,71"
"3507803";"Brodowski (SP)";"Total";"30 a 34 anos";"8,97";"7,58";"1,39"
"3507803";"Brodowski (SP)";"Total";"35 a 39 anos";"8,51";"6,82";"1,68"
"3507803";"Brodowski (SP)";"Total";"40 a 44 anos";"8,43";"7,30";"1,13"
"3507803";"Brodowski (SP)";"Total";"45 a 49 anos";"7,91";"5,71";"2,20"
"3507803";"Brodowski (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3507803";"Brodowski (SP)";"Total";"50 a 54 anos";"6,71";"5,30";"1,41"
"3507803";"Brodowski (SP)";"Total";"55 a 59 anos";"5,46";"3,45";"2,01"
"3507803";"Brodowski (SP)";"Total";"60 a 69 anos";"7,65";"3,66";"3,98"
"3507803";"Brodowski (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3507803";"Brodowski (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3507902";"Brotas (SP)";"Total";"15 a 19 anos";"9,96";"5,64";"4,32"
"3507902";"Brotas (SP)";"Total";"15 a 17 anos";"5,48";"2,64";"2,84"
"3507902";"Brotas (SP)";"Total";"15 anos";"...";"...";"..."
"3507902";"Brotas (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3507902";"Brotas (SP)";"Total";"18 e 19 anos";"4,48";"3,00";"1,48"
"3507902";"Brotas (SP)";"Total";"20 a 24 anos";"9,72";"7,91";"1,80"
"3507902";"Brotas (SP)";"Total";"25 a 29 anos";"9,89";"8,43";"1,46"
"3507902";"Brotas (SP)";"Total";"30 a 34 anos";"9,40";"8,49";"0,91"
"3507902";"Brotas (SP)";"Total";"35 a 39 anos";"8,55";"7,25";"1,30"
"3507902";"Brotas (SP)";"Total";"40 a 44 anos";"7,90";"6,75";"1,15"
"3507902";"Brotas (SP)";"Total";"45 a 49 anos";"7,46";"6,05";"1,42"
"3507902";"Brotas (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3507902";"Brotas (SP)";"Total";"50 a 54 anos";"6,51";"4,39";"2,12"
"3507902";"Brotas (SP)";"Total";"55 a 59 anos";"5,51";"3,38";"2,13"
"3507902";"Brotas (SP)";"Total";"60 a 69 anos";"8,08";"2,37";"5,71"
"3507902";"Brotas (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3507902";"Brotas (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3508009";"Buri (SP)";"Total";"15 a 19 anos";"11,33";"3,54";"7,79"
"3508009";"Buri (SP)";"Total";"15 a 17 anos";"7,05";"1,67";"5,38"
"3508009";"Buri (SP)";"Total";"15 anos";"...";"...";"..."
"3508009";"Buri (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3508009";"Buri (SP)";"Total";"18 e 19 anos";"4,28";"1,87";"2,41"
"3508009";"Buri (SP)";"Total";"20 a 24 anos";"9,97";"6,16";"3,81"
"3508009";"Buri (SP)";"Total";"25 a 29 anos";"9,62";"6,46";"3,17"
"3508009";"Buri (SP)";"Total";"30 a 34 anos";"9,35";"6,64";"2,70"
"3508009";"Buri (SP)";"Total";"35 a 39 anos";"8,87";"6,51";"2,36"
"3508009";"Buri (SP)";"Total";"40 a 44 anos";"7,47";"5,05";"2,42"
"3508009";"Buri (SP)";"Total";"45 a 49 anos";"7,08";"4,88";"2,20"
"3508009";"Buri (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3508009";"Buri (SP)";"Total";"50 a 54 anos";"6,24";"4,15";"2,09"
"3508009";"Buri (SP)";"Total";"55 a 59 anos";"4,84";"2,37";"2,47"
"3508009";"Buri (SP)";"Total";"60 a 69 anos";"7,08";"1,89";"5,18"
"3508009";"Buri (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3508009";"Buri (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3508108";"Buritama (SP)";"Total";"15 a 19 anos";"8,98";"5,11";"3,87"
"3508108";"Buritama (SP)";"Total";"15 a 17 anos";"4,82";"1,95";"2,87"
"3508108";"Buritama (SP)";"Total";"15 anos";"...";"...";"..."
"3508108";"Buritama (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3508108";"Buritama (SP)";"Total";"18 e 19 anos";"4,16";"3,16";"1,00"
"3508108";"Buritama (SP)";"Total";"20 a 24 anos";"9,32";"7,22";"2,10"
"3508108";"Buritama (SP)";"Total";"25 a 29 anos";"9,24";"7,83";"1,40"
"3508108";"Buritama (SP)";"Total";"30 a 34 anos";"8,81";"7,46";"1,36"
"3508108";"Buritama (SP)";"Total";"35 a 39 anos";"8,95";"7,60";"1,36"
"3508108";"Buritama (SP)";"Total";"40 a 44 anos";"8,44";"6,52";"1,92"
"3508108";"Buritama (SP)";"Total";"45 a 49 anos";"8,14";"5,66";"2,48"
"3508108";"Buritama (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3508108";"Buritama (SP)";"Total";"50 a 54 anos";"7,46";"4,91";"2,55"
"3508108";"Buritama (SP)";"Total";"55 a 59 anos";"5,76";"3,09";"2,67"
"3508108";"Buritama (SP)";"Total";"60 a 69 anos";"9,49";"3,34";"6,14"
"3508108";"Buritama (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3508108";"Buritama (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3508207";"Buritizal (SP)";"Total";"15 a 19 anos";"8,80";"4,02";"4,78"
"3508207";"Buritizal (SP)";"Total";"15 a 17 anos";"4,74";"1,61";"3,13"
"3508207";"Buritizal (SP)";"Total";"15 anos";"...";"...";"..."
"3508207";"Buritizal (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3508207";"Buritizal (SP)";"Total";"18 e 19 anos";"4,06";"2,41";"1,65"
"3508207";"Buritizal (SP)";"Total";"20 a 24 anos";"9,50";"7,04";"2,46"
"3508207";"Buritizal (SP)";"Total";"25 a 29 anos";"10,11";"8,19";"1,92"
"3508207";"Buritizal (SP)";"Total";"30 a 34 anos";"9,19";"7,52";"1,67"
"3508207";"Buritizal (SP)";"Total";"35 a 39 anos";"8,26";"6,28";"1,98"
"3508207";"Buritizal (SP)";"Total";"40 a 44 anos";"7,79";"6,22";"1,57"
"3508207";"Buritizal (SP)";"Total";"45 a 49 anos";"7,31";"5,89";"1,42"
"3508207";"Buritizal (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3508207";"Buritizal (SP)";"Total";"50 a 54 anos";"7,06";"5,13";"1,93"
"3508207";"Buritizal (SP)";"Total";"55 a 59 anos";"5,88";"3,82";"2,06"
"3508207";"Buritizal (SP)";"Total";"60 a 69 anos";"9,33";"3,81";"5,52"
"3508207";"Buritizal (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3508207";"Buritizal (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3508306";"Cabrália Paulista (SP)";"Total";"15 a 19 anos";"11,46";"5,24";"6,22"
"3508306";"Cabrália Paulista (SP)";"Total";"15 a 17 anos";"6,65";"1,78";"4,87"
"3508306";"Cabrália Paulista (SP)";"Total";"15 anos";"...";"...";"..."
"3508306";"Cabrália Paulista (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3508306";"Cabrália Paulista (SP)";"Total";"18 e 19 anos";"4,81";"3,45";"1,35"
"3508306";"Cabrália Paulista (SP)";"Total";"20 a 24 anos";"9,10";"7,42";"1,68"
"3508306";"Cabrália Paulista (SP)";"Total";"25 a 29 anos";"9,82";"8,15";"1,67"
"3508306";"Cabrália Paulista (SP)";"Total";"30 a 34 anos";"8,67";"7,48";"1,19"
"3508306";"Cabrália Paulista (SP)";"Total";"35 a 39 anos";"8,88";"6,91";"1,97"
"3508306";"Cabrália Paulista (SP)";"Total";"40 a 44 anos";"8,21";"6,12";"2,09"
"3508306";"Cabrália Paulista (SP)";"Total";"45 a 49 anos";"6,95";"5,49";"1,45"
"3508306";"Cabrália Paulista (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3508306";"Cabrália Paulista (SP)";"Total";"50 a 54 anos";"6,34";"4,24";"2,10"
"3508306";"Cabrália Paulista (SP)";"Total";"55 a 59 anos";"5,66";"3,14";"2,52"
"3508306";"Cabrália Paulista (SP)";"Total";"60 a 69 anos";"8,02";"1,39";"6,64"
"3508306";"Cabrália Paulista (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3508306";"Cabrália Paulista (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3508405";"Cabreúva (SP)";"Total";"15 a 19 anos";"10,95";"5,80";"5,15"
"3508405";"Cabreúva (SP)";"Total";"15 a 17 anos";"6,42";"2,37";"4,05"
"3508405";"Cabreúva (SP)";"Total";"15 anos";"...";"...";"..."
"3508405";"Cabreúva (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3508405";"Cabreúva (SP)";"Total";"18 e 19 anos";"4,53";"3,43";"1,10"
"3508405";"Cabreúva (SP)";"Total";"20 a 24 anos";"11,38";"9,43";"1,95"
"3508405";"Cabreúva (SP)";"Total";"25 a 29 anos";"11,45";"9,62";"1,83"
"3508405";"Cabreúva (SP)";"Total";"30 a 34 anos";"10,15";"8,80";"1,35"
"3508405";"Cabreúva (SP)";"Total";"35 a 39 anos";"9,41";"8,02";"1,39"
"3508405";"Cabreúva (SP)";"Total";"40 a 44 anos";"8,46";"6,84";"1,62"
"3508405";"Cabreúva (SP)";"Total";"45 a 49 anos";"7,23";"5,96";"1,27"
"3508405";"Cabreúva (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3508405";"Cabreúva (SP)";"Total";"50 a 54 anos";"5,00";"3,37";"1,63"
"3508405";"Cabreúva (SP)";"Total";"55 a 59 anos";"5,00";"3,12";"1,88"
"3508405";"Cabreúva (SP)";"Total";"60 a 69 anos";"5,85";"2,17";"3,68"
"3508405";"Cabreúva (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3508405";"Cabreúva (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3508504";"Caçapava (SP)";"Total";"15 a 19 anos";"9,54";"3,77";"5,76"
"3508504";"Caçapava (SP)";"Total";"15 a 17 anos";"5,72";"1,19";"4,53"
"3508504";"Caçapava (SP)";"Total";"15 anos";"...";"...";"..."
"3508504";"Caçapava (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3508504";"Caçapava (SP)";"Total";"18 e 19 anos";"3,81";"2,58";"1,23"
"3508504";"Caçapava (SP)";"Total";"20 a 24 anos";"9,92";"7,48";"2,44"
"3508504";"Caçapava (SP)";"Total";"25 a 29 anos";"10,50";"8,36";"2,14"
"3508504";"Caçapava (SP)";"Total";"30 a 34 anos";"9,85";"7,85";"2,00"
"3508504";"Caçapava (SP)";"Total";"35 a 39 anos";"8,99";"7,13";"1,86"
"3508504";"Caçapava (SP)";"Total";"40 a 44 anos";"8,20";"6,30";"1,90"
"3508504";"Caçapava (SP)";"Total";"45 a 49 anos";"7,78";"5,46";"2,31"
"3508504";"Caçapava (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3508504";"Caçapava (SP)";"Total";"50 a 54 anos";"6,76";"3,96";"2,80"
"3508504";"Caçapava (SP)";"Total";"55 a 59 anos";"5,79";"2,76";"3,03"
"3508504";"Caçapava (SP)";"Total";"60 a 69 anos";"7,73";"2,04";"5,69"
"3508504";"Caçapava (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3508504";"Caçapava (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3508603";"Cachoeira Paulista (SP)";"Total";"15 a 19 anos";"9,46";"3,32";"6,14"
"3508603";"Cachoeira Paulista (SP)";"Total";"15 a 17 anos";"5,54";"1,22";"4,33"
"3508603";"Cachoeira Paulista (SP)";"Total";"15 anos";"...";"...";"..."
"3508603";"Cachoeira Paulista (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3508603";"Cachoeira Paulista (SP)";"Total";"18 e 19 anos";"3,92";"2,11";"1,81"
"3508603";"Cachoeira Paulista (SP)";"Total";"20 a 24 anos";"9,67";"7,02";"2,65"
"3508603";"Cachoeira Paulista (SP)";"Total";"25 a 29 anos";"10,09";"8,19";"1,89"
"3508603";"Cachoeira Paulista (SP)";"Total";"30 a 34 anos";"9,62";"7,38";"2,24"
"3508603";"Cachoeira Paulista (SP)";"Total";"35 a 39 anos";"8,33";"7,06";"1,27"
"3508603";"Cachoeira Paulista (SP)";"Total";"40 a 44 anos";"7,78";"5,76";"2,02"
"3508603";"Cachoeira Paulista (SP)";"Total";"45 a 49 anos";"7,99";"5,57";"2,42"
"3508603";"Cachoeira Paulista (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3508603";"Cachoeira Paulista (SP)";"Total";"50 a 54 anos";"6,61";"3,86";"2,75"
"3508603";"Cachoeira Paulista (SP)";"Total";"55 a 59 anos";"6,51";"3,00";"3,51"
"3508603";"Cachoeira Paulista (SP)";"Total";"60 a 69 anos";"8,18";"2,54";"5,64"
"3508603";"Cachoeira Paulista (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3508603";"Cachoeira Paulista (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3508702";"Caconde (SP)";"Total";"15 a 19 anos";"10,21";"5,59";"4,62"
"3508702";"Caconde (SP)";"Total";"15 a 17 anos";"6,39";"2,97";"3,42"
"3508702";"Caconde (SP)";"Total";"15 anos";"...";"...";"..."
"3508702";"Caconde (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3508702";"Caconde (SP)";"Total";"18 e 19 anos";"3,82";"2,62";"1,20"
"3508702";"Caconde (SP)";"Total";"20 a 24 anos";"8,99";"7,17";"1,83"
"3508702";"Caconde (SP)";"Total";"25 a 29 anos";"8,22";"6,59";"1,63"
"3508702";"Caconde (SP)";"Total";"30 a 34 anos";"8,11";"6,78";"1,33"
"3508702";"Caconde (SP)";"Total";"35 a 39 anos";"7,49";"6,13";"1,36"
"3508702";"Caconde (SP)";"Total";"40 a 44 anos";"8,03";"6,69";"1,33"
"3508702";"Caconde (SP)";"Total";"45 a 49 anos";"7,93";"6,31";"1,62"
"3508702";"Caconde (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3508702";"Caconde (SP)";"Total";"50 a 54 anos";"6,98";"5,20";"1,78"
"3508702";"Caconde (SP)";"Total";"55 a 59 anos";"5,86";"3,81";"2,05"
"3508702";"Caconde (SP)";"Total";"60 a 69 anos";"9,18";"3,77";"5,41"
"3508702";"Caconde (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3508702";"Caconde (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3508801";"Cafelândia (SP)";"Total";"15 a 19 anos";"9,45";"4,50";"4,94"
"3508801";"Cafelândia (SP)";"Total";"15 a 17 anos";"5,55";"1,64";"3,92"
"3508801";"Cafelândia (SP)";"Total";"15 anos";"...";"...";"..."
"3508801";"Cafelândia (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3508801";"Cafelândia (SP)";"Total";"18 e 19 anos";"3,90";"2,87";"1,03"
"3508801";"Cafelândia (SP)";"Total";"20 a 24 anos";"9,36";"6,71";"2,65"
"3508801";"Cafelândia (SP)";"Total";"25 a 29 anos";"9,32";"7,15";"2,18"
"3508801";"Cafelândia (SP)";"Total";"30 a 34 anos";"9,03";"7,17";"1,85"
"3508801";"Cafelândia (SP)";"Total";"35 a 39 anos";"8,29";"6,56";"1,73"
"3508801";"Cafelândia (SP)";"Total";"40 a 44 anos";"7,86";"6,33";"1,53"
"3508801";"Cafelândia (SP)";"Total";"45 a 49 anos";"7,46";"5,88";"1,58"
"3508801";"Cafelândia (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3508801";"Cafelândia (SP)";"Total";"50 a 54 anos";"7,63";"4,98";"2,65"
"3508801";"Cafelândia (SP)";"Total";"55 a 59 anos";"5,54";"2,97";"2,57"
"3508801";"Cafelândia (SP)";"Total";"60 a 69 anos";"8,75";"2,79";"5,96"
"3508801";"Cafelândia (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3508801";"Cafelândia (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3508900";"Caiabu (SP)";"Total";"15 a 19 anos";"9,84";"4,68";"5,16"
"3508900";"Caiabu (SP)";"Total";"15 a 17 anos";"5,51";"1,20";"4,31"
"3508900";"Caiabu (SP)";"Total";"15 anos";"...";"...";"..."
"3508900";"Caiabu (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3508900";"Caiabu (SP)";"Total";"18 e 19 anos";"4,33";"3,48";"0,86"
"3508900";"Caiabu (SP)";"Total";"20 a 24 anos";"10,12";"8,01";"2,11"
"3508900";"Caiabu (SP)";"Total";"25 a 29 anos";"8,11";"6,28";"1,84"
"3508900";"Caiabu (SP)";"Total";"30 a 34 anos";"7,17";"5,44";"1,73"
"3508900";"Caiabu (SP)";"Total";"35 a 39 anos";"8,09";"6,29";"1,80"
"3508900";"Caiabu (SP)";"Total";"40 a 44 anos";"9,15";"6,14";"3,01"
"3508900";"Caiabu (SP)";"Total";"45 a 49 anos";"8,50";"5,80";"2,70"
"3508900";"Caiabu (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3508900";"Caiabu (SP)";"Total";"50 a 54 anos";"6,72";"3,83";"2,89"
"3508900";"Caiabu (SP)";"Total";"55 a 59 anos";"5,46";"2,44";"3,02"
"3508900";"Caiabu (SP)";"Total";"60 a 69 anos";"8,81";"2,00";"6,81"
"3508900";"Caiabu (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3508900";"Caiabu (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3509007";"Caieiras (SP)";"Total";"15 a 19 anos";"10,33";"4,96";"5,37"
"3509007";"Caieiras (SP)";"Total";"15 a 17 anos";"6,08";"1,95";"4,13"
"3509007";"Caieiras (SP)";"Total";"15 anos";"...";"...";"..."
"3509007";"Caieiras (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3509007";"Caieiras (SP)";"Total";"18 e 19 anos";"4,25";"3,01";"1,24"
"3509007";"Caieiras (SP)";"Total";"20 a 24 anos";"10,56";"8,69";"1,87"
"3509007";"Caieiras (SP)";"Total";"25 a 29 anos";"10,54";"9,14";"1,41"
"3509007";"Caieiras (SP)";"Total";"30 a 34 anos";"10,13";"8,56";"1,57"
"3509007";"Caieiras (SP)";"Total";"35 a 39 anos";"9,50";"7,96";"1,54"
"3509007";"Caieiras (SP)";"Total";"40 a 44 anos";"9,19";"7,71";"1,48"
"3509007";"Caieiras (SP)";"Total";"45 a 49 anos";"8,20";"6,33";"1,87"
"3509007";"Caieiras (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3509007";"Caieiras (SP)";"Total";"50 a 54 anos";"6,45";"4,27";"2,18"
"3509007";"Caieiras (SP)";"Total";"55 a 59 anos";"5,15";"2,90";"2,25"
"3509007";"Caieiras (SP)";"Total";"60 a 69 anos";"5,86";"1,99";"3,87"
"3509007";"Caieiras (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3509007";"Caieiras (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3509106";"Caiuá (SP)";"Total";"15 a 19 anos";"9,44";"2,90";"6,53"
"3509106";"Caiuá (SP)";"Total";"15 a 17 anos";"5,36";"1,40";"3,97"
"3509106";"Caiuá (SP)";"Total";"15 anos";"...";"...";"..."
"3509106";"Caiuá (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3509106";"Caiuá (SP)";"Total";"18 e 19 anos";"4,07";"1,51";"2,56"
"3509106";"Caiuá (SP)";"Total";"20 a 24 anos";"9,19";"5,42";"3,76"
"3509106";"Caiuá (SP)";"Total";"25 a 29 anos";"8,07";"5,17";"2,90"
"3509106";"Caiuá (SP)";"Total";"30 a 34 anos";"7,14";"4,46";"2,68"
"3509106";"Caiuá (SP)";"Total";"35 a 39 anos";"9,01";"5,66";"3,34"
"3509106";"Caiuá (SP)";"Total";"40 a 44 anos";"8,46";"5,15";"3,31"
"3509106";"Caiuá (SP)";"Total";"45 a 49 anos";"9,60";"6,77";"2,83"
"3509106";"Caiuá (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3509106";"Caiuá (SP)";"Total";"50 a 54 anos";"7,48";"3,97";"3,52"
"3509106";"Caiuá (SP)";"Total";"55 a 59 anos";"5,39";"2,33";"3,06"
"3509106";"Caiuá (SP)";"Total";"60 a 69 anos";"8,66";"1,90";"6,77"
"3509106";"Caiuá (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3509106";"Caiuá (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3509205";"Cajamar (SP)";"Total";"15 a 19 anos";"10,81";"4,79";"6,02"
"3509205";"Cajamar (SP)";"Total";"15 a 17 anos";"6,46";"1,88";"4,58"
"3509205";"Cajamar (SP)";"Total";"15 anos";"...";"...";"..."
"3509205";"Cajamar (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3509205";"Cajamar (SP)";"Total";"18 e 19 anos";"4,34";"2,91";"1,43"
"3509205";"Cajamar (SP)";"Total";"20 a 24 anos";"11,72";"8,91";"2,81"
"3509205";"Cajamar (SP)";"Total";"25 a 29 anos";"11,90";"8,92";"2,98"
"3509205";"Cajamar (SP)";"Total";"30 a 34 anos";"11,01";"8,74";"2,26"
"3509205";"Cajamar (SP)";"Total";"35 a 39 anos";"9,68";"7,25";"2,43"
"3509205";"Cajamar (SP)";"Total";"40 a 44 anos";"8,33";"5,86";"2,47"
"3509205";"Cajamar (SP)";"Total";"45 a 49 anos";"7,23";"4,91";"2,32"
"3509205";"Cajamar (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3509205";"Cajamar (SP)";"Total";"50 a 54 anos";"5,92";"3,48";"2,44"
"3509205";"Cajamar (SP)";"Total";"55 a 59 anos";"4,25";"2,26";"1,99"
"3509205";"Cajamar (SP)";"Total";"60 a 69 anos";"5,01";"1,21";"3,80"
"3509205";"Cajamar (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3509205";"Cajamar (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3509254";"Cajati (SP)";"Total";"15 a 19 anos";"11,46";"4,11";"7,35"
"3509254";"Cajati (SP)";"Total";"15 a 17 anos";"7,80";"1,92";"5,87"
"3509254";"Cajati (SP)";"Total";"15 anos";"...";"...";"..."
"3509254";"Cajati (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3509254";"Cajati (SP)";"Total";"18 e 19 anos";"3,67";"2,19";"1,48"
"3509254";"Cajati (SP)";"Total";"20 a 24 anos";"9,59";"6,74";"2,85"
"3509254";"Cajati (SP)";"Total";"25 a 29 anos";"9,57";"6,82";"2,75"
"3509254";"Cajati (SP)";"Total";"30 a 34 anos";"9,95";"7,44";"2,51"
"3509254";"Cajati (SP)";"Total";"35 a 39 anos";"8,65";"6,18";"2,46"
"3509254";"Cajati (SP)";"Total";"40 a 44 anos";"7,54";"5,43";"2,11"
"3509254";"Cajati (SP)";"Total";"45 a 49 anos";"6,89";"4,92";"1,97"
"3509254";"Cajati (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3509254";"Cajati (SP)";"Total";"50 a 54 anos";"5,33";"3,32";"2,01"
"3509254";"Cajati (SP)";"Total";"55 a 59 anos";"5,50";"2,89";"2,61"
"3509254";"Cajati (SP)";"Total";"60 a 69 anos";"6,92";"2,02";"4,90"
"3509254";"Cajati (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3509254";"Cajati (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3509304";"Cajobi (SP)";"Total";"15 a 19 anos";"9,81";"5,41";"4,40"
"3509304";"Cajobi (SP)";"Total";"15 a 17 anos";"5,15";"2,16";"2,99"
"3509304";"Cajobi (SP)";"Total";"15 anos";"...";"...";"..."
"3509304";"Cajobi (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3509304";"Cajobi (SP)";"Total";"18 e 19 anos";"4,66";"3,25";"1,41"
"3509304";"Cajobi (SP)";"Total";"20 a 24 anos";"10,62";"8,92";"1,70"
"3509304";"Cajobi (SP)";"Total";"25 a 29 anos";"10,37";"8,96";"1,42"
"3509304";"Cajobi (SP)";"Total";"30 a 34 anos";"8,39";"7,51";"0,88"
"3509304";"Cajobi (SP)";"Total";"35 a 39 anos";"7,98";"6,95";"1,03"
"3509304";"Cajobi (SP)";"Total";"40 a 44 anos";"7,88";"6,51";"1,37"
"3509304";"Cajobi (SP)";"Total";"45 a 49 anos";"8,17";"6,35";"1,82"
"3509304";"Cajobi (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3509304";"Cajobi (SP)";"Total";"50 a 54 anos";"6,56";"4,22";"2,33"
"3509304";"Cajobi (SP)";"Total";"55 a 59 anos";"5,81";"3,58";"2,23"
"3509304";"Cajobi (SP)";"Total";"60 a 69 anos";"8,65";"3,12";"5,53"
"3509304";"Cajobi (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3509304";"Cajobi (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3509403";"Cajuru (SP)";"Total";"15 a 19 anos";"10,80";"4,53";"6,27"
"3509403";"Cajuru (SP)";"Total";"15 a 17 anos";"7,33";"2,21";"5,13"
"3509403";"Cajuru (SP)";"Total";"15 anos";"...";"...";"..."
"3509403";"Cajuru (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3509403";"Cajuru (SP)";"Total";"18 e 19 anos";"3,46";"2,32";"1,15"
"3509403";"Cajuru (SP)";"Total";"20 a 24 anos";"10,34";"7,80";"2,54"
"3509403";"Cajuru (SP)";"Total";"25 a 29 anos";"9,61";"7,61";"2,00"
"3509403";"Cajuru (SP)";"Total";"30 a 34 anos";"8,92";"7,05";"1,87"
"3509403";"Cajuru (SP)";"Total";"35 a 39 anos";"8,26";"7,23";"1,03"
"3509403";"Cajuru (SP)";"Total";"40 a 44 anos";"8,04";"6,46";"1,59"
"3509403";"Cajuru (SP)";"Total";"45 a 49 anos";"7,41";"6,10";"1,30"
"3509403";"Cajuru (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3509403";"Cajuru (SP)";"Total";"50 a 54 anos";"5,98";"4,44";"1,54"
"3509403";"Cajuru (SP)";"Total";"55 a 59 anos";"5,67";"3,37";"2,30"
"3509403";"Cajuru (SP)";"Total";"60 a 69 anos";"7,64";"3,05";"4,58"
"3509403";"Cajuru (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3509403";"Cajuru (SP)";"Total";"65 a 69 anos";"...";"...";"..."
